PLMN;SYSTEM;XCI;xNBID;LOCAL_CID;LAC/TAC;PCI/PSC/BSIC;ARFCN;BAND;RSSI;RSRP/RSCP;RSRQ/ECIO;SNR;CQI;TA;DISTANCE;DELTA_AZI;LAT;LON;SPEED;GPS_ACCURACY;UL;DL;BANDWIDTH;BANDWIDTHS;CA;NR_STATE;NARFCN;NR_BAND;NR_PCI;NR_SS_RSRP;NR_SS_RSRQ;NR_SS_SINR;NR_CSI_RSRP;NR_CSI_RSRQ;NR_CSI_SINR;CLF_LABEL;CLF_LOC;CLF_DESC;DATE;TIME;ROAMING
44011;4;71726856;280183;8;211;251;1575;1800 B3;-65;-92;-6;1.0;;;;;35.698181;139.773952;0;25;22;120;5000;5;1;none;;;;;;;;;;--;--;Cell not found in the clf database!;2022/12/07;09:07:16;HOME
44011;4;71726856;280183;8;211;251;1575;1800 B3;-65;-92;-6;1.0;;56;;;35.698181;139.773952;0;25;11;9;5000;5;1;none;;;;;;;;;;--;--;Cell not found in the clf database!;2022/12/07;09:07:17;HOME
44011;4;71726856;280183;8;211;251;1575;1800 B3;-65;-92;-6;1.0;;56;;;35.698181;139.773952;0;25;69;27;5000;5;1;none;;;;;;;;;;--;--;Cell not found in the clf database!;2022/12/07;09:07:18;HOME
44011;4;71726856;280183;8;211;251;1575;1800 B3;-65;-91;-7;1.0;;56;;;35.698182;139.773953;0;26;31;37;5000;5;1;none;;;;;;;;;;--;--;Cell not found in the clf database!;2022/12/07;09:07:19;HOME
44011;4;71726856;280183;8;211;251;1575;1800 B3;-65;-91;-7;1.0;;56;;;35.698182;139.773953;0;26;22;14;5000;5;1;none;;;;;;;;;;--;--;Cell not found in the clf database!;2022/12/07;09:07:20;HOME
44011;4;71726856;280183;8;211;251;1575;1800 B3;-65;-93;-8;1.0;;56;;;35.698182;139.773953;0;26;109;817;5000;5;1;none;;;;;;;;;;--;--;Cell not found in the clf database!;2022/12/07;09:07:21;HOME
44011;4;71726856;280183;8;211;251;1575;1800 B3;-65;-93;-8;1.0;;56;;;35.698182;139.773953;0;26;12;104;5000;5;1;none;;;;;;;;;;--;--;Cell not found in the clf database!;2022/12/07;09:07:22;HOME
44011;4;71726856;280183;8;211;251;1575;1800 B3;-65;-97;-8;1.0;;56;;;35.698182;139.773953;0;26;0;0;5000;5;1;none;;;;;;;;;;--;--;Cell not found in the clf database!;2022/12/07;09:07:23;HOME
44011;4;71726856;280183;8;211;251;1575;1800 B3;-65;-97;-8;1.0;;56;;;35.698182;139.773953;0;26;17;0;5000;5;1;none;;;;;;;;;;--;--;Cell not found in the clf database!;2022/12/07;09:07:24;HOME
44011;4;71726856;280183;8;211;251;1575;1800 B3;-65;-97;-8;1.0;;56;;;35.698182;139.773953;0;26;14;26;5000;5;1;none;;;;;;;;;;--;--;Cell not found in the clf database!;2022/12/07;09:07:25;HOME
44011;4;71726856;280183;8;211;251;1575;1800 B3;-65;-99;-10;1.0;;56;;;35.698210;139.773967;2;68;0;0;5000;5;1;none;;;;;;;;;;--;--;Cell not found in the clf database!;2022/12/07;09:07:26;HOME
44011;4;71726856;280183;8;211;251;1575;1800 B3;-65;-99;-10;1.0;;56;;;35.698210;139.773967;2;68;0;0;5000;5;1;none;;;;;;;;;;--;--;Cell not found in the clf database!;2022/12/07;09:07:27;HOME
44011;4;71726856;280183;8;211;251;1575;1800 B3;-65;-99;-10;1.0;;56;;;35.698210;139.773967;2;68;1;2;5000;5;1;none;;;;;;;;;;--;--;Cell not found in the clf database!;2022/12/07;09:07:28;HOME
44011;4;71726856;280183;8;211;251;1575;1800 B3;-65;-99;-8;1.0;;56;;;35.698210;139.773967;2;68;0;0;5000;5;1;none;;;;;;;;;;--;--;Cell not found in the clf database!;2022/12/07;09:07:29;HOME
44011;4;71726856;280183;8;211;251;1575;1800 B3;-77;-99;-8;0.8;;56;;;35.698210;139.773967;2;68;2;2;5000;5;1;none;;;;;;;;;;--;--;Cell not found in the clf database!;2022/12/07;09:07:30;HOME
44011;4;71726856;280183;8;211;251;1575;1800 B3;-77;-98;-10;0.8;;55;;;35.698267;139.773908;3;88;0;0;5000;5;1;none;;;;;;;;;;--;--;Cell not found in the clf database!;2022/12/07;09:07:31;HOME
44011;4;71726856;280183;8;211;251;1575;1800 B3;-77;-98;-10;0.8;;55;;;35.698267;139.773908;3;88;5;5;5000;5;1;none;;;;;;;;;;--;--;Cell not found in the clf database!;2022/12/07;09:07:32;HOME
44011;4;71726856;280183;8;211;251;1575;1800 B3;-77;-101;-11;0.8;;56;;;35.698267;139.773908;3;88;0;0;5000;5;1;none;;;;;;;;;;--;--;Cell not found in the clf database!;2022/12/07;09:07:33;HOME
44011;4;71726856;280183;8;211;251;1575;1800 B3;-77;-101;-11;0.8;;56;;;35.698235;139.773568;10;63;0;0;5000;5;1;none;;;;;;;;;;--;--;Cell not found in the clf database!;2022/12/07;09:07:34;HOME
44011;4;71726856;280183;8;211;251;1575;1800 B3;-77;-101;-11;0.8;;56;;;35.698235;139.773568;10;63;0;0;5000;5;1;none;;;;;;;;;;--;--;Cell not found in the clf database!;2022/12/07;09:07:35;HOME
44011;4;71726856;280183;8;211;251;1575;1800 B3;-77;-103;-14;0.8;;56;;;35.698235;139.773568;10;63;0;0;5000;5;1;none;;;;;;;;;;--;--;Cell not found in the clf database!;2022/12/07;09:07:36;HOME
44011;4;71726856;280183;8;211;251;1575;1800 B3;-77;-103;-14;0.8;;56;;;35.698235;139.773568;10;63;2;1;5000;5;1;none;;;;;;;;;;--;--;Cell not found in the clf database!;2022/12/07;09:07:37;HOME
44011;4;71726855;280183;7;211;15;1575;1800 B3;-77;-100;-13;0.8;;;;;35.698235;139.773568;10;63;0;0;5000;5;1;none;;;;;;;;;;--;--;Cell not found in the clf database!;2022/12/07;09:07:38;HOME
44011;4;71726855;280183;7;211;15;1575;1800 B3;-77;-100;-13;0.8;;55;;;35.698235;139.773568;10;63;0;0;5000;5;1;none;;;;;;;;;;--;--;Cell not found in the clf database!;2022/12/07;09:07:39;HOME
44011;4;71726855;280183;7;211;15;1575;1800 B3;-77;-100;-13;0.8;;55;;;35.698235;139.773568;10;63;0;0;5000;5;1;none;;;;;;;;;;--;--;Cell not found in the clf database!;2022/12/07;09:07:40;HOME
44011;4;71726855;280183;7;211;15;1575;1800 B3;-77;-94;-14;0.8;;54;;;35.698419;139.772748;22;27;0;0;5000;5;1;none;;;;;;;;;;--;--;Cell not found in the clf database!;2022/12/07;09:07:41;HOME
44011;4;71726855;280183;7;211;15;1575;1800 B3;-63;-94;-14;-0.3;;54;;;35.698419;139.772748;22;27;6;85;5000;5;1;none;;;;;;;;;;--;--;Cell not found in the clf database!;2022/12/07;09:07:42;HOME
44011;4;71726855;280183;7;211;15;1575;1800 B3;-63;-92;-13;-0.3;;54;;;35.698419;139.772748;22;27;0;0;5000;5;1;none;;;;;;;;;;--;--;Cell not found in the clf database!;2022/12/07;09:07:43;HOME
44011;4;71726855;280183;7;211;15;1575;1800 B3;-63;-92;-13;-0.3;;54;;;35.698419;139.772748;22;27;0;0;5000;5;1;none;;;;;;;;;;--;--;Cell not found in the clf database!;2022/12/07;09:07:44;HOME
44011;4;71726855;280183;7;211;15;1575;1800 B3;-63;-92;-14;-0.3;;54;;;35.698419;139.772748;22;27;1;1;5000;5;1;none;;;;;;;;;;--;--;Cell not found in the clf database!;2022/12/07;09:07:45;HOME
44011;4;71726855;280183;7;211;15;1575;1800 B3;-63;-92;-14;-0.3;;54;;;35.698419;139.772748;22;27;1;0;5000;5;1;none;;;;;;;;;;--;--;Cell not found in the clf database!;2022/12/07;09:07:46;HOME
44011;4;71726855;280183;7;211;15;1575;1800 B3;-63;-92;-14;-0.3;;54;;;35.698419;139.772748;22;27;5;0;5000;20;1;none;;;;;;;;;;--;--;Cell not found in the clf database!;2022/12/07;09:07:47;HOME
44011;4;71434506;279041;10;211;123;1500;1800 B3;-63;-87;-12;-0.3;;;;;35.698445;139.772364;27;27;5;4;20000;20;1;none;;;;;;;;;;--;--;Cell not found in the clf database!;2022/12/07;09:07:48;HOME
44011;4;71434506;279041;10;211;123;1500;1800 B3;-63;-87;-12;-0.3;;0;;;35.698445;139.772364;27;27;16;47;20000;20;1;none;;;;;;;;;;--;--;Cell not found in the clf database!;2022/12/07;09:07:49;HOME
44011;4;71434507;279041;11;211;95;1500;1800 B3;-63;-83;-11;-0.3;;;;;35.698445;139.772364;27;27;0;6;20000;20;1;none;;;;;;;;;;--;--;Cell not found in the clf database!;2022/12/07;09:07:50;HOME
44011;4;71434507;279041;11;211;95;1500;1800 B3;-63;-83;-11;-0.3;;1;;;35.698511;139.771698;33;59;0;0;20000;20;1;none;;;;;;;;;;--;--;Cell not found in the clf database!;2022/12/07;09:07:51;HOME
44011;4;71434507;279041;11;211;95;1500;1800 B3;-63;-84;-13;-0.3;;1;;;35.698511;139.771698;33;59;9;138;20000;20;1;none;;;;;;;;;;--;--;Cell not found in the clf database!;2022/12/07;09:07:52;HOME
44011;4;71434507;279041;11;211;95;1500;1800 B3;-63;-84;-13;-0.3;;1;;;35.698511;139.771698;33;59;0;0;20000;20;1;none;;;;;;;;;;--;--;Cell not found in the clf database!;2022/12/07;09:07:53;HOME
44011;4;71434507;279041;11;211;95;1500;1800 B3;-63;-84;-13;-0.3;;1;;;35.698511;139.771698;33;59;0;0;20000;20;1;none;;;;;;;;;;--;--;Cell not found in the clf database!;2022/12/07;09:07:54;HOME
44011;4;71434507;279041;11;211;95;1500;1800 B3;-63;-80;-11;-0.3;;0;;;35.698511;139.771698;33;59;0;0;20000;20;1;none;;;;;;;;;;--;--;Cell not found in the clf database!;2022/12/07;09:07:55;HOME
44011;4;71434507;279041;11;211;95;1500;1800 B3;-63;-80;-11;-0.3;;0;;;35.698590;139.770653;47;52;4;8;20000;20;1;none;;;;;;;;;;--;--;Cell not found in the clf database!;2022/12/07;09:07:56;HOME
44011;4;71434507;279041;11;211;95;1500;1800 B3;-63;-80;-11;-0.3;;0;;;35.698590;139.770653;47;52;33;178;20000;20;1;none;;;;;;;;;;--;--;Cell not found in the clf database!;2022/12/07;09:07:57;HOME
44011;4;71434507;279041;11;211;95;1500;1800 B3;-63;-83;-12;-0.3;;1;;;35.698590;139.770653;47;52;25;105;20000;20;1;none;;;;;;;;;;--;--;Cell not found in the clf database!;2022/12/07;09:07:58;HOME
44011;4;71434507;279041;11;211;95;1500;1800 B3;-63;-83;-12;-0.3;;1;;;35.698590;139.770653;47;52;6;6;20000;20;1;none;;;;;;;;;;--;--;Cell not found in the clf database!;2022/12/07;09:07:59;HOME
44011;4;71434507;279041;11;211;95;1500;1800 B3;-63;-83;-12;-0.3;;1;;;35.698590;139.770653;47;52;1;0;20000;20;1;none;;;;;;;;;;--;--;Cell not found in the clf database!;2022/12/07;09:08:00;HOME
44011;4;71434507;279041;11;211;95;1500;1800 B3;-63;-90;-20;-0.3;;1;;;35.697991;139.769575;73;83;24;78;20000;20;1;none;;;;;;;;;;--;--;Cell not found in the clf database!;2022/12/07;09:08:01;HOME
44011;4;71434507;279041;11;211;95;1500;1800 B3;-63;-90;-20;-0.3;;1;;;35.697991;139.769575;73;83;1;1;20000;20;1;none;;;;;;;;;;--;--;Cell not found in the clf database!;2022/12/07;09:08:02;HOME
44011;4;71434507;279041;11;211;95;1500;1800 B3;-63;-92;-20;-0.3;;1;;;35.697991;139.769575;73;83;9;6;20000;20;1;none;;;;;;;;;;--;--;Cell not found in the clf database!;2022/12/07;09:08:03;HOME
44011;4;71434507;279041;11;211;95;1500;1800 B3;-63;-92;-20;-0.3;;1;;;35.697991;139.769575;73;83;18;64;20000;20;1;none;;;;;;;;;;--;--;Cell not found in the clf database!;2022/12/07;09:08:04;HOME
44011;4;71434507;279041;11;211;95;1500;1800 B3;-63;-92;-20;-0.3;;1;;;35.697991;139.769575;73;83;0;0;20000;20;1;none;;;;;;;;;;--;--;Cell not found in the clf database!;2022/12/07;09:08:05;HOME
44011;4;71403531;278920;11;211;365;1500;1800 B3;-63;-89;-16;-0.3;;;;;35.698210;139.768710;64;106;4;8;20000;20;1;none;;;;;;;;;;--;--;Cell not found in the clf database!;2022/12/07;09:08:06;HOME
44011;4;71403531;278920;11;211;365;1500;1800 B3;-63;-89;-16;-0.3;;1;;;35.698210;139.768710;64;106;9;179;20000;20;1;none;;;;;;;;;;--;--;Cell not found in the clf database!;2022/12/07;09:08:07;HOME
44011;4;71581953;279617;1;211;332;1500;1800 B3;-63;-85;-15;-0.3;;;;;35.698694;139.768025;62;59;0;0;20000;20;1;none;;;;;;;;;;--;--;Cell not found in the clf database!;2022/12/07;09:08:08;HOME
44011;4;71581953;279617;1;211;332;1500;1800 B3;-63;-85;-15;-0.3;;0;;;35.698772;139.767820;64;57;0;0;20000;20;1;none;;;;;;;;;;--;--;Cell not found in the clf database!;2022/12/07;09:08:09;HOME
44011;4;71581955;279617;3;211;75;1500;1800 B3;-63;-89;-13;-0.3;;;;;35.698649;139.767481;61;44;0;0;20000;20;1;none;;;;;;;;;;--;--;Cell not found in the clf database!;2022/12/07;09:08:10;HOME
44011;4;71581955;279617;3;211;75;1500;1800 B3;-63;-89;-13;-0.3;;1;;;35.698682;139.767375;53;37;0;0;20000;20;1;none;;;;;;;;;;--;--;Cell not found in the clf database!;2022/12/07;09:08:11;HOME
44011;4;71581955;279617;3;211;75;1500;1800 B3;-63;-89;-12;-0.3;;0;;;35.698707;139.767265;50;33;0;0;20000;20;1;none;;;;;;;;;;--;--;Cell not found in the clf database!;2022/12/07;09:08:12;HOME
44011;4;71581955;279617;3;211;75;1500;1800 B3;-63;-89;-12;-0.3;;0;;;35.698750;139.767099;49;28;0;0;20000;20;1;none;;;;;;;;;;--;--;Cell not found in the clf database!;2022/12/07;09:08:13;HOME
44011;4;71581955;279617;3;211;75;1500;1800 B3;-63;-96;-17;-0.3;;0;;;35.698778;139.766992;48;23;6;84;20000;20;1;none;;;;;;;;;;--;--;Cell not found in the clf database!;2022/12/07;09:08:14;HOME
44011;4;71581955;279617;3;211;75;1500;1800 B3;-63;-96;-17;-0.3;;0;;;35.698820;139.766888;46;13;0;0;20000;20;1;none;;;;;;;;;;--;--;Cell not found in the clf database!;2022/12/07;09:08:15;HOME
44011;4;71581955;279617;3;211;75;1500;1800 B3;-63;-96;-17;-0.3;;0;;;35.698870;139.766778;46;14;0;0;20000;20;1;none;;;;;;;;;;--;--;Cell not found in the clf database!;2022/12/07;09:08:16;HOME
44011;4;71581955;279617;3;211;75;1500;1800 B3;-63;-92;-14;-0.3;;1;;;35.698924;139.766680;44;17;0;0;20000;20;1;none;;;;;;;;;;--;--;Cell not found in the clf database!;2022/12/07;09:08:17;HOME
44011;4;71581955;279617;3;211;75;1500;1800 B3;-63;-92;-14;-0.3;;1;;;35.699005;139.766595;44;18;0;0;20000;20;1;none;;;;;;;;;;--;--;Cell not found in the clf database!;2022/12/07;09:08:18;HOME
44011;4;71581955;279617;3;211;75;1500;1800 B3;-63;-83;-14;-0.3;;1;;;35.699093;139.766498;45;19;31;28;20000;20;1;none;;;;;;;;;;--;--;Cell not found in the clf database!;2022/12/07;09:08:19;HOME
44011;4;71581955;279617;3;211;75;1500;1800 B3;-63;-83;-14;-0.3;;1;;;35.699146;139.766386;38;19;2;3;20000;20;1;none;;;;;;;;;;--;--;Cell not found in the clf database!;2022/12/07;09:08:20;HOME
44011;4;71581955;279617;3;211;75;1500;1800 B3;-63;-84;-12;-0.3;;1;;;35.699178;139.766289;35;19;0;0;20000;20;1;none;;;;;;;;;;--;--;Cell not found in the clf database!;2022/12/07;09:08:21;HOME
44011;4;71581955;279617;3;211;75;1500;1800 B3;-63;-84;-12;-0.3;;1;;;35.699202;139.766203;31;17;0;0;20000;20;1;none;;;;;;;;;;--;--;Cell not found in the clf database!;2022/12/07;09:08:22;HOME
44011;4;71581955;279617;3;211;75;1500;1800 B3;-63;-84;-12;-0.3;;1;;;35.699204;139.766149;28;15;0;0;20000;20;1;none;;;;;;;;;;--;--;Cell not found in the clf database!;2022/12/07;09:08:23;HOME
44011;4;71581955;279617;3;211;75;1500;1800 B3;-63;-86;-11;-0.3;;1;;;35.699203;139.766097;27;12;0;0;20000;20;1;none;;;;;;;;;;--;--;Cell not found in the clf database!;2022/12/07;09:08:24;HOME
44011;4;71581955;279617;3;211;75;1500;1800 B3;-63;-86;-11;-0.3;;1;;;35.699214;139.766043;25;10;0;0;20000;20;1;none;;;;;;;;;;--;--;Cell not found in the clf database!;2022/12/07;09:08:25;HOME
44011;4;71581955;279617;3;211;75;1500;1800 B3;-63;-96;-17;-0.3;;1;;;35.699235;139.765976;24;8;1;1;20000;20;1;none;;;;;;;;;;--;--;Cell not found in the clf database!;2022/12/07;09:08:26;HOME
44011;4;71581955;279617;3;211;75;1500;1800 B3;-63;-96;-17;-0.3;;1;;;35.699262;139.765918;21;8;0;0;20000;20;1;none;;;;;;;;;;--;--;Cell not found in the clf database!;2022/12/07;09:08:27;HOME
44011;4;71525639;279397;7;211;33;1500;1800 B3;-63;-92;-12;-0.3;;;;;35.699288;139.765872;19;8;0;0;20000;20;1;none;;;;;;;;;;--;--;Cell not found in the clf database!;2022/12/07;09:08:28;HOME
44011;4;71525639;279397;7;211;33;1500;1800 B3;-63;-92;-12;-0.3;;2;;;35.699317;139.765834;17;8;0;0;20000;20;1;none;;;;;;;;;;--;--;Cell not found in the clf database!;2022/12/07;09:08:29;HOME
44011;4;71525639;279397;7;211;33;1500;1800 B3;-63;-93;-12;-0.3;;0;;;35.699346;139.765794;18;9;0;0;20000;20;1;none;;;;;;;;;;--;--;Cell not found in the clf database!;2022/12/07;09:08:30;HOME
44011;4;71525639;279397;7;211;33;1500;1800 B3;-63;-93;-12;-0.3;;0;;;35.699365;139.765760;16;10;0;0;20000;20;1;connected;;;;;;;;;;--;--;Cell not found in the clf database!;2022/12/07;09:08:31;HOME
44011;4;71525639;279397;7;211;33;1500;1800 B3;-63;-93;-12;-0.3;;0;;;35.699379;139.765734;14;11;0;0;20000;20;1;connected;;;;;;;;;;--;--;Cell not found in the clf database!;2022/12/07;09:08:32;HOME
44011;4;71525639;279397;7;211;33;1500;1800 B3;-63;-91;-13;-0.3;;0;;;35.699394;139.765707;14;13;0;0;20000;20;1;connected;;;;;;;;;;--;--;Cell not found in the clf database!;2022/12/07;09:08:33;HOME
44011;4;71525639;279397;7;211;33;1500;1800 B3;-63;-91;-13;-0.3;;0;;;35.699413;139.765680;14;15;0;0;20000;20;1;connected;;;;;;;;;;--;--;Cell not found in the clf database!;2022/12/07;09:08:34;HOME
44011;4;71525639;279397;7;211;33;1500;1800 B3;-63;-91;-13;-0.3;;0;;;35.699428;139.765654;12;17;3;6;20000;20;1;connected;;;;;;;;;;--;--;Cell not found in the clf database!;2022/12/07;09:08:35;HOME
44011;4;71525639;279397;7;211;33;1500;1800 B3;-63;-89;-13;-0.3;;0;;;35.699426;139.765661;7;18;0;0;20000;20;1;connected;;;;;;;;;;--;--;Cell not found in the clf database!;2022/12/07;09:08:36;HOME
44011;4;71525639;279397;7;211;33;1500;1800 B3;-63;-89;-13;-0.3;;0;;;35.699416;139.765680;3;19;0;0;20000;20;1;connected;;;;;;;;;;--;--;Cell not found in the clf database!;2022/12/07;09:08:37;HOME
44011;4;71525639;279397;7;211;33;1500;1800 B3;-63;-89;-13;-0.3;;0;;;35.699406;139.765697;3;19;0;0;20000;20;1;connected;;;;;;;;;;--;--;Cell not found in the clf database!;2022/12/07;09:08:38;HOME
44011;4;71525639;279397;7;211;33;1500;1800 B3;-63;-89;-13;-0.3;;0;;;35.699406;139.765713;3;19;0;1;20000;20;1;connected;;;;;;;;;;--;--;Cell not found in the clf database!;2022/12/07;09:08:39;HOME
44011;4;71525639;279397;7;211;33;1500;1800 B3;-63;-89;-13;-0.3;;0;;;35.699418;139.765737;5;18;0;0;20000;20;1;connected;;;;;;;;;;--;--;Cell not found in the clf database!;2022/12/07;09:08:40;HOME
44011;4;71525639;279397;7;211;33;1500;1800 B3;-63;-81;-12;-0.3;;0;;;35.699404;139.765770;2;15;0;0;20000;20;1;connected;;;;;;;;;;--;--;Cell not found in the clf database!;2022/12/07;09:08:41;HOME
44011;4;71525639;279397;7;211;33;1500;1800 B3;-63;-81;-12;-0.3;;0;;;35.699373;139.765782;0;13;0;0;20000;20;1;connected;;;;;;;;;;--;--;Cell not found in the clf database!;2022/12/07;09:08:42;HOME
44011;4;71525639;279397;7;211;33;1500;1800 B3;-63;-71;-11;-0.3;;1;;;35.699354;139.765783;3;11;3;5;20000;20;1;connected;;;;;;;;;;--;--;Cell not found in the clf database!;2022/12/07;09:08:43;HOME
44011;4;71525639;279397;7;211;33;1500;1800 B3;-63;-71;-11;-0.3;;1;;;35.699348;139.765782;1;8;0;0;20000;20;1;connected;;;;;;;;;;--;--;Cell not found in the clf database!;2022/12/07;09:08:44;HOME
44011;4;71525639;279397;7;211;33;1500;1800 B3;-63;-71;-11;-0.3;;1;;;35.699354;139.765779;1;7;1;1;20000;20;1;connected;;;;;;;;;;--;--;Cell not found in the clf database!;2022/12/07;09:08:45;HOME
44011;4;71525639;279397;7;211;33;1500;1800 B3;-63;-70;-12;-0.3;;1;;;35.699362;139.765776;2;6;0;0;20000;20;1;connected;;;;;;;;;;--;--;Cell not found in the clf database!;2022/12/07;09:08:46;HOME
44011;4;71525639;279397;7;211;33;1500;1800 B3;-63;-70;-12;-0.3;;1;;;35.699364;139.765779;2;6;0;0;20000;20;1;connected;;;;;;;;;;--;--;Cell not found in the clf database!;2022/12/07;09:08:47;HOME
44011;4;71525639;279397;7;211;33;1500;1800 B3;-63;-70;-12;-0.3;;1;;;35.699366;139.765781;1;6;1;1;20000;20;1;none;;;;;;;;;;--;--;Cell not found in the clf database!;2022/12/07;09:08:48;HOME
44011;4;71525639;279397;7;211;33;1500;1800 B3;-63;-72;-11;-0.3;;0;;;35.699369;139.765779;1;6;40;29;20000;20;1;none;;;;;;;;;;--;--;Cell not found in the clf database!;2022/12/07;09:08:49;HOME
44011;4;71525639;279397;7;211;33;1500;1800 B3;-63;-72;-11;-0.3;;0;;;35.699372;139.765781;1;6;6;55;20000;20;1;none;;;;;;;;;;--;--;Cell not found in the clf database!;2022/12/07;09:08:50;HOME
44011;4;71525639;279397;7;211;33;1500;1800 B3;-63;-71;-11;-0.3;;1;;;35.699371;139.765784;1;6;1;2;20000;20;1;none;;;;;;;;;;--;--;Cell not found in the clf database!;2022/12/07;09:08:51;HOME
